Date,Close bitcoin,holtwinters ciclo 7,holtwinters ciclo 30,holtwinters ciclo 45
2017-05-04,1537.67,,,
2017-05-05,1555.45,,,
2017-05-06,1578.8,,,
2017-05-07,1596.71,,,
2017-05-08,1723.35,,,
2017-05-09,1755.36,,,
2017-05-10,1787.13,,,
2017-05-11,1848.57,,,
2017-05-12,1724.24,,,
2017-05-13,1804.91,,,
2017-05-14,1808.91,,,
2017-05-15,1738.43,,,
2017-05-16,1734.45,,,
2017-05-17,1839.09,,,
2017-05-18,1888.65,,,
2017-05-19,1987.71,,,
2017-05-20,2084.73,,,
2017-05-21,2041.2,1931.4979214485163,1941.211371265279,2001.0058358867207
2017-05-22,2173.4,1902.7216946261083,1976.3374462483557,2039.5189689840836
2017-05-23,2320.42,1917.1771631510999,1970.0900820981099,2067.023040541733
2017-05-24,2443.64,2015.1746822506122,2020.0584521059588,2110.5604774420262
2017-05-25,2304.98,2071.1431212170514,2051.2934180753136,2139.9836431484478
2017-05-26,2202.42,2126.6024517893156,2096.1286700709434,2118.2023821181942
2017-05-27,2038.87,2075.6243095730424,2135.905961069738,2158.102947681673
2017-05-28,2155.8,2078.2790184533887,2162.0774373483778,2184.271498081316
2017-05-29,2255.61,2049.5027916309805,2183.331804373263,2206.766845596546
2017-05-30,2175.47,2063.9582601559723,2235.6207735681032,2248.3604748511025
2017-05-31,2286.41,2161.9557792554847,2321.7183092142304,2289.0763359303355
2017-06-01,2407.88,2217.924218221924,2370.3724690205117,2350.5339775680404
2017-06-02,2488.55,2273.3835487941883,2415.8031241480758,2366.659979757043
2017-06-03,2515.35,2222.4054065779146,2475.9081859474168,2398.1787439338977
2017-06-04,2511.81,2225.060115458261,2477.4448498728016,2428.5006855863417
2017-06-05,2686.81,2196.2838886358527,2482.5326835681544,2441.950066452104
2017-06-06,2863.2,2210.7393571608445,2497.5213984633183,2444.837837022034
2017-06-07,2732.16,2308.7368762603573,2559.092654576664,2471.0667431159973
2017-06-08,2805.62,2364.7053152267963,2575.637148249691,2474.6884437395947
2017-06-09,2823.81,2420.1646457990605,2604.1032365539695,2524.8187406287557
2017-06-10,2947.71,2369.186503582787,2624.903010881746,2572.764312750185
2017-06-11,2958.11,2371.841212463133,2632.5598363028507,2611.181474224971
2017-06-12,2659.63,2343.064985640725,2669.456083263011,2635.687509128672
2017-06-13,2717.02,2357.520454165717,2691.3844672113555,2661.4169469869294
2017-06-14,2506.37,2455.5179732652296,2691.5543328955764,2670.9609901821063
2017-06-15,2464.58,2511.4864122316685,2699.7935421014254,2703.985348473195
2017-06-16,2518.56,2566.9457428039327,2738.6254243555654,2699.337107673286
2017-06-17,2655.88,2515.967600587659,2785.678609666224,2760.6982933460013
2017-06-18,2548.29,2518.622309468006,2834.03547054564,2808.6859316499526
2017-06-19,2589.6,2489.8460826455976,2889.3937107543684,2860.9450399804296
2017-06-20,2721.79,,,
2017-06-21,2689.1,,,
2017-06-22,2705.41,,,
2017-06-23,2744.91,,,
2017-06-24,2608.72,,,
2017-06-25,2589.41,,,
2017-06-26,2478.45,,,
2017-06-27,2552.45,,,
2017-06-28,2574.79,,,
2017-06-29,2539.32,,,
2017-06-30,2480.84,,,
2017-07-01,2434.55,,,
2017-07-02,2506.47,,,
2017-07-03,2564.06,,,
2017-07-04,2601.64,,,
2017-07-05,2601.99,,,
2017-07-06,2608.56,,,
2017-07-07,2518.66,,,
2017-07-08,2571.34,,,
2017-07-09,2518.44,,,
2017-07-10,2372.56,,,
2017-07-11,2337.79,,,
2017-07-12,2398.84,,,
2017-07-13,2357.9,,,
2017-07-14,2233.34,,,
2017-07-15,1998.86,,,
2017-07-16,1929.82,,,
2017-07-17,2228.41,,,
2017-07-18,2318.88,,,
2017-07-19,2273.43,,,
2017-07-20,2817.6,,,
2017-07-21,2667.76,,,
2017-07-22,2810.12,,,
2017-07-23,2730.4,,,
2017-07-24,2754.86,,,
2017-07-25,2576.48,,,
2017-07-26,2529.45,,,
2017-07-27,2671.78,,,
2017-07-28,2809.01,,,
2017-07-29,2726.45,,,
2017-07-30,2757.18,,,
2017-07-31,2875.34,,,
2017-08-01,2718.26,,,
2017-08-02,2710.67,,,
2017-08-03,2804.73,,,
2017-08-04,2895.89,,,
2017-08-05,3252.91,,,
2017-08-06,3213.94,,,
2017-08-07,3378.94,,,
2017-08-08,3419.94,,,
2017-08-09,3342.47,,,
2017-08-10,3381.28,,,
2017-08-11,3650.62,,,
2017-08-12,3884.71,,,
2017-08-13,4073.26,,,
2017-08-14,4325.13,,,
2017-08-15,4181.93,,,
2017-08-16,4376.63,,,
2017-08-17,4331.69,,,
2017-08-18,4160.62,,,
2017-08-19,4193.7,,,
2017-08-20,4087.66,,,
2017-08-21,4001.74,,,
2017-08-22,4100.52,,,
2017-08-23,4151.52,,,
2017-08-24,4334.68,,,
2017-08-25,4371.6,,,
2017-08-26,4352.4,,,
2017-08-27,4382.88,,,
2017-08-28,4382.66,,,
2017-08-29,4579.02,,,
2017-08-30,4565.3,,,
2017-08-31,4703.39,,,
2017-09-01,4892.01,,,
2017-09-02,4578.77,,,
2017-09-03,4582.96,,,
2017-09-04,4236.31,,,
2017-09-05,4376.53,,,
2017-09-06,4597.12,,,
2017-09-07,4599.88,,,
2017-09-08,4228.75,,,
2017-09-09,4226.06,,,
2017-09-10,4122.94,,,
2017-09-11,4161.27,,,
2017-09-12,4130.81,,,
2017-09-13,3882.59,,,
2017-09-14,3154.95,,,
2017-09-15,3637.52,,,
2017-09-16,3625.04,,,
2017-09-17,3582.88,,,
2017-09-18,4065.2,,,
2017-09-19,3924.97,,,
2017-09-20,3905.95,,,
2017-09-21,3631.04,,,
2017-09-22,3630.7,,,
2017-09-23,3792.4,,,
2017-09-24,3682.84,,,
2017-09-25,3926.07,,,
2017-09-26,3892.35,,,
2017-09-27,4200.67,,,
2017-09-28,4174.73,,,
2017-09-29,4163.07,,,
2017-09-30,4338.71,,,
2017-10-01,4403.74,,,
2017-10-02,4409.32,,,
2017-10-03,4317.48,,,
2017-10-04,4229.36,,,
2017-10-05,4328.41,,,
2017-10-06,4370.81,,,
2017-10-07,4426.89,,,
2017-10-08,4610.48,,,
2017-10-09,4772.02,,,
2017-10-10,4781.99,,,
2017-10-11,4826.48,,,
2017-10-12,5446.91,,,
2017-10-13,5647.21,,,
2017-10-14,5831.79,,,
2017-10-15,5678.19,,,
2017-10-16,5725.59,,,
2017-10-17,5605.51,,,
2017-10-18,5590.69,,,
2017-10-19,5708.52,,,
2017-10-20,6011.45,,,
2017-10-21,6031.6,,,
2017-10-22,6008.42,,,
2017-10-23,5930.32,,,
2017-10-24,5526.64,,,
2017-10-25,5750.8,,,
2017-10-26,5904.83,,,
2017-10-27,5780.9,,,
2017-10-28,5753.09,,,
2017-10-29,6153.85,,,
2017-10-30,6130.53,,,
2017-10-31,6468.4,,,
2017-11-01,6767.31,,,
2017-11-02,7078.5,,,
2017-11-03,7207.76,,,
2017-11-04,7379.95,,,
2017-11-05,7407.41,,,
2017-11-06,7022.76,,,
2017-11-07,7144.38,7104.257477063467,7230.6868902996575,7227.2382322538415
2017-11-08,7459.69,7332.976297867135,7320.671598807383,7271.572883234325
2017-11-09,7143.58,7579.568366609117,7401.928747799524,7466.542723849696
2017-11-10,6618.14,7653.190397924158,7511.365058362335,7588.679802441213
2017-11-11,6357.6,7745.343444172505,7619.207737041326,7749.925218364268
2017-11-12,5950.07,7839.2927095873565,7682.977464355283,7897.044825806208
2017-11-13,6559.49,7597.802392406011,7705.691436990077,7986.1018858455245
2017-11-14,6635.75,7701.169629656002,7885.425537699767,8157.779634096956
2017-11-15,7315.54,7929.888450459668,7973.3616049241355,8291.156659596476
2017-11-16,7871.69,8176.480519201652,8035.708775725761,8354.26998073359
2017-11-17,7708.99,8250.102550516693,8217.160702046449,8427.54620660938
2017-11-18,7790.15,8342.255596765037,8280.265627052533,8515.802782818459
2017-11-19,8036.49,8436.204862179891,8389.904171865652,8615.428358070345
2017-11-20,8200.64,8194.714544998546,8467.525625933018,8755.645622924674
2017-11-21,8071.26,8298.081782248535,8522.971695047867,8833.057527109933
2017-11-22,8253.55,8526.800603052203,8602.019966992806,8914.378071801473
2017-11-23,8038.77,8773.392671794185,8607.920070338321,9007.712446055259
2017-11-24,8253.69,8847.014703109226,8756.031350997453,9119.734974257286
2017-11-25,8790.92,8939.167749357572,8867.43829501591,9223.738445489018
2017-11-26,9330.55,9033.117014772424,8950.66297873916,9375.028477348244
2017-11-27,9818.35,8791.626697591078,9080.539865189761,9506.454890342975
2017-11-28,10058.8,8894.99393484107,9215.78618967585,9641.115787359338
2017-11-29,9888.61,9123.712755644736,9325.309607865142,9774.268087313123
2017-11-30,10233.6,9370.30482438672,9476.193599165154,9912.750030217998
2017-12-01,10975.6,9443.92685570176,9549.905252072589,9935.94541146266
2017-12-02,11074.6,9536.079901950105,9657.724285442122,10114.832293396228
2017-12-03,11323.2,9630.029167364959,9749.19574522544,10163.61791878758
2017-12-04,11657.2,9388.538850183613,9853.48175974467,10311.722394455757
2017-12-05,11916.7,9491.906087433603,9975.445077332606,10418.861076481377
2017-12-06,14291.5,9720.62490823727,10023.354754537115,10519.081046810905
2017-12-07,17899.7,,,
2017-12-08,16569.4,,,
2017-12-09,15178.2,,,
2017-12-10,15455.4,,,
2017-12-11,16936.8,,,
2017-12-12,17415.4,,,
2017-12-13,16408.2,,,
2017-12-14,16564.0,,,
2017-12-15,17706.9,,,
2017-12-16,19497.4,,,
2017-12-17,19140.8,,,
2017-12-18,19114.2,,,
2017-12-19,17776.7,,,
2017-12-20,16624.6,,,
2017-12-21,15802.9,,,
2017-12-22,13831.8,,,
2017-12-23,14699.2,,,
2017-12-24,13925.8,,,
2017-12-25,14026.6,,,
2017-12-26,16099.8,,,
2017-12-27,15838.5,,,
2017-12-28,14606.5,,,
2017-12-29,14656.2,,,
2017-12-30,12952.2,,,
2017-12-31,14156.4,,,
2018-01-01,13657.2,,,
2018-01-02,14982.1,,,
2018-01-03,15201.0,,,
2018-01-04,15599.2,,,
2018-01-05,17429.5,,,
2018-01-06,17527.0,,,
2018-01-07,16477.6,,,
2018-01-08,15170.1,,,
2018-01-09,14595.4,,,
2018-01-10,14973.3,,,
2018-01-11,13405.8,,,
2018-01-12,13980.6,,,
2018-01-13,14360.2,,,
2018-01-14,13772.0,,,
2018-01-15,13819.8,,,
2018-01-16,11490.5,,,
2018-01-17,11188.6,,,
2018-01-18,11474.9,,,
2018-01-19,11607.4,,,
2018-01-20,12899.2,,,
2018-01-21,11600.1,,,
2018-01-22,10931.4,,,
2018-01-23,10868.4,,,
2018-01-24,11359.4,,,
2018-01-25,11259.4,,,
2018-01-26,11171.4,,,
2018-01-27,11440.7,,,
2018-01-28,11786.3,,,
2018-01-29,11296.4,,,
2018-01-30,10106.3,,,
2018-01-31,10221.1,,,
2018-02-01,9170.54,,,
2018-02-02,8830.75,,,
2018-02-03,9174.91,,,
2018-02-04,8277.01,,,
2018-02-05,6955.27,,,
2018-02-06,7754.0,,,
2018-02-07,7621.3,,,
2018-02-08,8265.59,,,
2018-02-09,8736.98,,,
2018-02-10,8621.9,,,
2018-02-11,8129.97,,,
2018-02-12,8926.57,,,
2018-02-13,8598.31,,,
2018-02-14,9494.63,,,
2018-02-15,10166.4,,,
2018-02-16,10233.9,,,
2018-02-17,11112.7,,,
2018-02-18,10551.8,,,
2018-02-19,11225.3,,,
2018-02-20,11403.7,,,
2018-02-21,10690.4,,,
2018-02-22,10005.0,,,
2018-02-23,10301.1,,,
2018-02-24,9813.07,,,
2018-02-25,9664.73,,,
2018-02-26,10366.7,,,
2018-02-27,10725.6,,,
2018-02-28,10397.9,,,
2018-03-01,10951.0,,,
2018-03-02,11086.4,,,
2018-03-03,11489.7,,,
2018-03-04,11512.6,,,
2018-03-05,11573.3,,,
2018-03-06,10779.9,,,
2018-03-07,9965.57,,,
2018-03-08,9395.01,,,
2018-03-09,9337.55,,,
2018-03-10,8866.0,,,
2018-03-11,9578.63,,,
2018-03-12,9205.12,,,
2018-03-13,9194.85,,,
2018-03-14,8269.81,,,
2018-03-15,8300.86,,,
2018-03-16,8338.35,,,
2018-03-17,7916.88,,,
2018-03-18,8223.68,,,
2018-03-19,8630.65,,,
2018-03-20,8913.47,,,
2018-03-21,8929.28,,,
2018-03-22,8728.47,,,
2018-03-23,8879.62,,,
2018-03-24,8668.12,,,
2018-03-25,8495.78,,,
2018-03-26,8209.4,,,
2018-03-27,7833.04,,,
2018-03-28,7954.48,,,
2018-03-29,7165.7,,,
2018-03-30,6890.52,,,
2018-03-31,6973.53,,,
2018-04-01,6844.23,,,
2018-04-02,7083.8,,,
2018-04-03,7456.11,,,
2018-04-04,6853.84,,,
2018-04-05,6811.47,,,
2018-04-06,6636.32,,,
2018-04-07,6911.09,,,
2018-04-08,7023.52,,,
2018-04-09,6770.73,,,
2018-04-10,6834.76,,,
2018-04-11,6968.32,,,
2018-04-12,7889.25,,,
2018-04-13,7895.96,,,
2018-04-14,7986.24,,,
2018-04-15,8329.11,,,
2018-04-16,8058.67,,,
2018-04-17,7902.09,,,
2018-04-18,8163.42,,,
2018-04-19,8294.31,,,
2018-04-20,8845.83,,,
2018-04-21,8895.58,,,
2018-04-22,8802.46,,,
2018-04-23,8930.88,,,
2018-04-24,9697.5,,,
2018-04-25,8845.74,,,
2018-04-26,9281.51,8873.81327503936,8186.347517491665,8120.822594819701
2018-04-27,8987.05,9184.402493058395,8313.512606514505,8108.297749507508
2018-04-28,9348.48,9239.56034666776,8406.70519565629,8158.015087966178
2018-04-29,9419.08,9260.075870774765,8390.364879953617,8270.28716222963
2018-04-30,9240.55,9244.375971438938,8556.443739440565,8386.044003377507
2018-05-01,9119.01,9646.954745545543,8640.809967704905,8441.520766500234
2018-05-02,9235.92,8986.684045254326,8809.47047763037,8460.982967241285
2018-05-03,9743.86,9272.964060306254,8946.195496245746,8450.886923706033
2018-05-04,9700.76,9583.55327832529,9089.233052285268,8462.872519109404
2018-05-05,9858.15,9638.711131934655,9307.424535130325,8351.206110052886
2018-05-06,9654.8,9659.22665604166,9460.738417242035,8217.009820713018
2018-05-07,9373.01,9643.526756705833,9448.76125400481,8394.71442781621
2018-05-08,9234.82,10046.105530812438,9337.189411212468,8411.003764143265
2018-05-09,9325.18,9385.83483052122,9384.135609554021,8495.012425896832
2018-05-10,9043.94,9672.114845573149,9656.88221372914,8714.946458902044
2018-05-11,8441.49,9982.704063592184,9612.116775921086,8744.806338712653
2018-05-12,8504.89,10037.86191720155,9687.989633413023,8772.576135025369
2018-05-13,8723.94,10058.377441308556,9866.362065648214,8911.953489302812
2018-05-14,8716.79,10042.677541972727,10016.4045951159,8951.363777086966
2018-05-15,8510.38,10445.256316079332,10310.895250407913,9144.03370208939
2018-05-16,8368.83,9784.985615788115,10278.876264228491,9175.41756445762
2018-05-17,8094.32,10071.265630840044,10347.638099630054,9359.328294695015
2018-05-18,8250.97,10381.854848859079,10491.998912013189,9548.06379303418
2018-05-19,8247.18,10437.012702468444,10510.226917085216,9618.797496651892
2018-05-20,8513.25,10457.52822657545,10674.010733733156,9822.680152758236
2018-05-21,8418.99,10441.828327239622,10564.279055371475,9863.827310753846
2018-05-22,8041.78,10844.407101346227,10553.383099857983,9846.307498569142
2018-05-23,7557.82,10184.13640105501,10592.046667447794,9844.530789027467
2018-05-24,7587.34,10470.416416106938,10819.242000737591,9929.358254928724
2018-05-25,7480.14,10781.005634125973,10952.515752535423,10052.724614430714
